标题,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【效果图设计】132平米装修效果图设计,2146人,11人,1000-3000元,圆满完成,招标,qunqingkai,主要的几个难点1.入门有一个 4.5米的墙  这堵墙该如何设计  不想挖墙。2.南北不通透  客厅的北面是一个书房  书房准备放一个榻榻米。最好解决南北通透的问题3.电视墙比沙发墙 长了20公分 如何解决这多余的20公分 。4.主卫的厕所 是 奇怪的多边形要求投标者 有丰富的家装 设计经验。。,2017.04.05,2017.05.03,任务编号：489595,"￥1000,￥1000,￥800,￥800,￥1000,￥800,￥800,￥1000,￥1500,￥666","5天,7天,5天,5天,7天,7天,5天,8天,3天,7天","重庆市-市辖区-九龙坡区,湖北省-荆门市-东宝区,安徽省-芜湖市-镜湖区,广东省-广州市-海珠区,江苏省-连云港市-灌南县,湖北省-十堰市-张湾区,辽宁省-大连市-市辖区,云南省-昆明市-五华区,湖北省-荆州市-荆州区,广西-钦州市-市辖区",饭饭设计@_@,,,,,,,,,,,,,,,,,,,,,,,
【其他家装服务】休闲食品店的装修设计,2441人,7人,1000元以内,圆满完成,招标,o58dee73a1757d,店铺面积宽3.2米/纵深8米，层高3.5米，具体联系沟通,2017.04.01,2017.04.04,任务编号：488569,"￥600,￥1000,￥200,￥1000,￥600,￥800,￥800","5天,5天,3天,7天,6天,6天,7天","湖北省-十堰市-张湾区,云南省-昆明市,江西省-南昌市,辽宁省-大连市-金州区,河南省-开封市-开封市市辖区,天津市-市辖区-南开区,陕西省-西安市-雁塔区",逸品装饰,个人,七品,40分,,,卧室,"￥300
            /起",店面设计,"￥500
            /起",欧式,"￥500
            /起",室内外设计,"￥500
            /起",效果图制作,"￥50
            /起",,,,,,,,
【效果图设计】奶茶店装修效果图设计,2261人,12人,1000元以内,圆满完成,招标,mf182****2855,"1.在商场里面，面积8个平方。2，主要经营 现榨果汁西点蛋糕。颜色用绿色。3，材料用，竹子装修。4.要设计物件摆放处和仿品熊猫摆放区。5,具体详谈",2017.03.25,2017.04.14,任务编号：486538,"￥300,￥1000,￥800,￥600,￥500,￥800,￥1000,￥600,￥800,￥800,￥600,￥500","1天,1天,5天,5天,5天,5天,3天,5天,5天,4天,5天,3天","山东省-青岛市-李沧区,广东省-东莞市-东莞市市辖区,云南省-昆明市,辽宁省-锦州市-古塔区,江西省-南昌市-新建县,天津市-市辖区-塘沽区,云南省-昆明市-五华区,辽宁省-大连市-市辖区,河南省-开封市-开封市市辖区,湖北省-武汉市-市辖区,湖北省-十堰市-张湾区,河南省-郑州市-巩义市",青岛合原祥广告有限公司,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】庭院景观设计,1817人,5人,1000元以内,圆满完成,招标,mf133****4666,庭院景观设计，70平，空中庭院，中式日式结合，安徽省马鞍山，有效果图就可以了，有平面图，有参考图片，微信是手机号,2017.03.22,2017.04.01,任务编号：485844,"￥800,￥880,￥500","4天,6天,5天","广东省-阳江市-阳东县,广西-北海市-海城区,广东省-广州市-海珠区",红蚁品牌设计,,,,,,,,,,,,,,,,,,,,,,,
【办公空间】公司文化墙设计,2193人,7人,1000元以内,圆满完成,招标,o58bce0023f8fe,建筑公司，墙面8-10个字，背景墙原为墙砖，加墙面底色制作和设计长3.6米，高4.5米,2017.03.07,2017.04.24,任务编号：481155,"￥400,￥500,￥300,￥600","3天,5天,3天,3天","四川省-成都市-温江区,浙江省-温州市-乐清市,湖北省-十堰市-张湾区,湖北省-武汉市-市辖区",乐涂设计事务所,工作室,五品,40分,,,logo设计,价格面议,手绘设计,价格面议,3D模型设计,价格面议,装修设计,价格面议,,,,,,,,,,
【单身公寓设计】二层小楼建筑结构图设计,2482人,5人,1000-3000元,圆满完成,招标,Mr137****8999,安徽安庆农村地区修二层小楼，计划占地面积130平方米，建筑面积260左右，跟建筑商谈的包工包料，但本人不懂建筑怕被建筑商忽悠，现特邀请设计师设计出图。联系电话  微信同号,2017.03.03,2017.03.31,任务编号：480039,"￥1000,￥800,￥1000,￥1000,￥500","14天,3天,7天,5天,7天","北京市-北京市-东城区,内蒙古-赤峰市-宁城县,北京市,山东省-泰安市-东平县,湖北省-十堰市-张湾区",枫叶秋丹工作室,,,,,,,,,,,,,,,,,,,,,,,
【软装设计】家居软装搭配设计,2980人,2人,1000元以内,圆满完成,招标,mf134****7366,家居软装设计包括电视墙和整体色调搭配，主卧背景墙也需求设计,2017.02.27,2017.03.10,任务编号：478965,"￥450,￥800","3天,4天","四川省-成都市-温江区,广东省-广州市-白云区",乐涂设计事务所,工作室,五品,40分,,,logo设计,价格面议,手绘设计,价格面议,3D模型设计,价格面议,装修设计,价格面议,,,,,,,,,,
【办公空间】创意空间办公室室内设计出简单效果图和施工图,3303人,5人,3000-5000元,圆满完成,招标,o5746b8a17279a,钢结构厂房内办公室布局设计（现代简约风格且最节省成本）面积约1000平米左右，布局已基本规划好，需要提供细节效果图（能看出大致效果就行，无需做太细），以及提供施工图。风格定义：创意空间类型的设计，有创新，能吸引参观的客户眼球！最好还需有一点上海风格元素，因为目前厂房在外地，但是总部在上海，要求考虑功能需求的同时，越节省材料和费用最好。设计时间一周内。最好是做过现代化办公室装修设计的，有创意以及新颖的理念和思路优先考虑。附图为厂房外观。,2017.02.15,2017.03.31,任务编号：475466,￥3000,7天,广东省-深圳市-南山区,后现代设计,,,,,,,,,,,,,,,,,,,,,,,
【单身公寓设计】装修设计方案,1506人,1人,3000-5000元,圆满完成,招标,晓岚01,公司的装修设计方案，具体：详谈,2017.02.10,2017.02.21,任务编号：474602,￥3150,7天,四川省-成都市-金牛区,鹿途设计,,,,,,,,,,,,,,,,,,,,,,,
【单身公寓设计】自建房要建筑设计,1926人,1人,1000元以内,圆满完成,招标,mf136****0692,"自建房要设计,设计，5层，大概600平方，没太多要求，有点民族元素（回族），整体有点特色，报价联系",2017.01.03,2017.01.03,任务编号：468615,￥500,10天,北京市-北京市-东城区,加量不加价的家装,,,,,,,,,,,,,,,,,,,,,,,
【酒店宾馆】宾馆装修效果图设计,2658人,5人,1000元以内,圆满完成,招标,o53f43920afb8d,设计大堂、复式房、特色娱乐房的效果图。注意：去电话前先发个信息下,2016.12.29,2017.04.11,任务编号：467978,"￥900,￥5000,￥3000","3天,10天,5天","陕西省-西安市-雁塔区,重庆市-市辖区-沙坪坝区,河南省-开封市-开封市市辖区",执念的他,,,,,,,,,,,,,,,,,,,,,,,
【店铺厂房】实体女装店装修设计,3284人,23人,1万-2万元,圆满完成,招标,mf136****9966,实体女装店，走设计师原创路线价格可议,2016.12.23,2017.03.01,任务编号：466677,"￥10000,￥5000,￥5200,￥6000,￥5000,￥10000,￥5000,￥7000,￥8000,￥8000","30天,7天,5天,7天,10天,20天,10天,15天,10天,12天","浙江省-杭州市-西湖区,吉林省-白城市-洮北区,四川省-成都市-武侯区,四川省-成都市-锦江区,广东省-广州市-海珠区,北京市-北京市-朝阳区,河南省-郑州市-中牟县,重庆市-市辖区-沙坪坝区,广西-南宁市-西乡塘区,广东省-广州市-番禺区",DCC品牌设计,企业,四品,40分,,,VI设计--标准型,"￥8000
            /件",家装设计--现代时尚风格,80,餐饮空间策划&设计,100,服装鞋包--SI品牌形象手册,200,,,,,,,,,,
【店铺厂房】淘宝店铺装修设计,1548人,1人,1000-3000元,圆满完成,招标,mf158****7558,淘宝店铺装修设计，具体详细沟通，报价联系,2016.12.19,2017.01.23,任务编号：465712,￥1000,5天,山东省-淄博市-张店区,大千商业品牌设计,企业,四品,44分,,,,,,,,,,,,,,,,,,,,
【效果图设计】门店的3D效果图设计,1621人,7人,1000元以内,圆满完成,招标,古月仔01,门店的3D效果图的，深圳的设计师对接的，光明新区附近的，外地的勿扰，具体的详谈,2016.11.02,2016.11.07,任务编号：455386,"￥800,￥1000,￥400,￥800,￥500","3天,5天,2天,5天,3天","广东省-深圳市-福田区,江西省-赣州市-市辖区,北京市,湖北省-十堰市-茅箭区,安徽省-合肥市-瑶海区",壹书苑品牌设计,,,,,,,,,,,,,,,,,,,,,,,
【店铺厂房】8个平方左右的店面装修设计,2601人,15人,1000-3000元,圆满完成,招标,mf151****5781,饮品店面，设计要有自己的风格,2016.11.02,2016.11.11,任务编号：455315,"￥1000,￥1000,￥1000,￥800,￥800,￥1000,￥200,￥200,￥500","5天,7天,7天,6天,5天,2天,5天,10天,3天","广西-南宁市-青秀区,广东省-佛山市-禅城区,广东省-深圳市-宝安区,广东省-佛山市-顺德区,江西省-赣州市-市辖区,四川省-成都市-新都区,北京市-北京市-丰台区,山东省-青岛市-李沧区,四川省-绵阳市-涪城区",凌云空间建筑装饰,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺厂房】店面设计效果图,3071人,19人,1000-3000元,圆满完成,招标,mf187****6789,60平，需要简单的效果图，根据原因效果图进行设计。,2016.10.28,2016.12.19,任务编号：454389,"￥1000,￥500,￥600,￥1000,￥600,￥800,￥1000,￥800,￥1000,￥800,￥2000,￥300","4天,3天,3天,10天,3天,5天,5天,5天,7天,6天,3天,3天","北京市-北京市,北京市-北京市-朝阳区,河北省-石家庄市-长安区,重庆市-市辖区-沙坪坝区,江西省-赣州市-市辖区,山东省-青岛市-崂山区,广东省-中山市,重庆市-市辖区-沙坪坝区,吉林省-长春市-南关区,四川省-成都市-青羊区,河北省-廊坊市-广阳区,四川省-成都市-成华区",瑞博森装饰设计,企业,五品,40分,,,效果图制作,价格面议,酒店会所设计,价格面议,办公室装修设计,价格面议,新房装修设计,价格面议,,,,,,,,,,
【效果图设计】红木家具效果图制作,1807人,11人,1000元以内,圆满完成,招标,Mr180****9930,制作家具的效果图，只有手描草图。做出效果图，要求木制色彩。,2016.10.13,2016.11.02,任务编号：450688,"￥200,￥800,￥1000,￥600,￥2000,￥800,￥500,￥1000,￥1000","3天,3天,5天,4天,3天,6天,5天,2天,1天","江苏省-徐州市,福建省-厦门市-湖里区,河北省-唐山市-路北区,重庆市-市辖区-沙坪坝区,四川省-成都市-锦江区,广东省-中山市,浙江省-杭州市-市辖区,四川省-成都市-市辖区,安徽省-合肥市-包河区",圈点私人工作室,个人,九品,38分,,,,,,,,,,,,,,,,,,,,
【效果图设计】户外店面及门头效果图设计,3262人,10人,1000元以内,圆满完成,招标,mf138****9878,"经营介绍：                    某某户外公司                                    设计内容：店面及门头整体广告效果                                    设计要求：                                                                            1、大气、简洁、明快;                                                                2、有视觉冲击力，醒目易识别，突出户外品牌元素;                                                                3、右边店面为户外用品销售，左边店面为清吧会所形式，适合聚会，讲课，喝点小酒，同时能体现户外特色，不用实物吊顶，顶部可做适当装饰，最里面隔个小单间可做办公，会客，休息用，顶部预留投影机位，靠里面位置要做个小舞台，四周预留音箱位置。                                            4、附上创意说明。                    5、广告文字内容：户外（公司名暂缺），拓展，自驾游，帐篷租赁 ，电话：84142227 地址：双拥街红商E区4栋8号                                                    知识产权说明：                                                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                                                2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016.10.10,2016.11.09,任务编号：450044,"￥700,￥1000,￥3000,￥800,￥1000,￥980,￥1000,￥1000,￥700","5天,5天,8天,5天,7天,5天,3天,7天,3天","广东省-广州市-黄埔区,广东省-广州市-白云区,广西-南宁市-西乡塘区,山东省-济南市-历下区,吉林省-白城市-洮北区,北京市-北京市-朝阳区,湖南省-长沙市-岳麓区,重庆市-市辖区-南岸区,重庆市-市辖区-沙坪坝区",舍感空间设计工作室,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】庭院设计景观效果图设计,1374人,1人,1000元以内,圆满完成,招标,mf137****9799,庭院设计，自已家的，800平方，中间建房子，房子面积，200平，周边都要设计的，简约现代，房子图都出来了，简单的效果图就可以了，微信联系,2016.09.13,2016.09.18,任务编号：445941,￥500,2天,广东省-广州市-海珠区,GJ Design,,,,,,,,,,,,,,,,,,,,,,,
【新房装修】卫浴室平面效果图设计,1132人,2人,1000元以内,圆满完成,招标,沧海一粟02,一个卫浴室，30多个平方的平面效果图设计，具体详谈，,2016.08.30,2016.09.01,任务编号：443136,"￥500,￥1750","1天,2天","广东省-广州市-黄埔区,北京市-北京市-东城区",舍感空间设计工作室,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】新房装修效果图设计,3062人,51人,1000-3000元,圆满完成,招标,mf136****6096,新房装修效果图软装搭配自建房，两层三室两厅，具体联系沟通风格希望简约，现代化，百搭装修费用预算：20W左右联系人：彭先生,2016.08.17,2016.08.28,任务编号：440595,"￥2000,￥4500,￥1000,￥2000,￥5000,￥2000,￥4800,￥5000,￥1000,￥4800","5天,10天,5天,7天,7天,10天,15天,5天,7天,7天","重庆市-市-永川市,安徽省-合肥市-蜀山区,北京市-北京市-门头沟区,广东省-深圳市-宝安区,北京市-北京市-大兴区,山东省-临沂市-蒙阴县,广东省-中山市,北京市-北京市-通州区,广西-南宁市-西乡塘区,浙江省-宁波市-慈溪市",苏壹零陆号设计院,,,,,,,,,,,,,,,,,,,,,,,
【新房装修】厨房收纳柜结构设计,3188人,5人,5000-10000元,圆满完成,招标,厨具收纳柜设计,需要设计一个收纳柜包含厨房一整套简易厨具、餐具便于携带，使用时收纳柜可适当变形，同样便于收纳相关物品,2016.08.03,2016.08.14,任务编号：438093,"￥7000,￥100000,￥2600,￥4500","15天,15天,12天,7天","山东省-青岛市-崂山区,北京市-北京市-海淀区,浙江省-杭州市-市辖区,北京市-北京市-东城区",知了设计,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】现代简约家装的施工图和平面图设计,1375人,2人,1000元以内,圆满完成,招标,hx123456,1.求有实力的设计师，具体价格和需求电话联系。2.如果工作量大于预期，可以加钱3.今天需先做出卫生间的施工图，整体施工图的时间还是比较宽裕的。,2016.08.03,2016.08.03,任务编号：437964,￥100,1天,广西-南宁市-青秀区,凌云空间建筑装饰,,,,,,,,,,,,,,,,,,,,,,,
【店铺厂房】水果店装修效果图制作,2903人,10人,1000-3000元,圆满完成,招标,拾信拾信,新开的水果店，准备装修一下，请大家帮忙设计一个布局方案，先谢谢了。注意侧门下午有日照，我需要一个称重台（能够切瓜果，榨汁），收银台。店面上的设计做到形式简洁、格调新颖、色彩和谐，以凸显自己的形象。布局方面，要抓住的就是干净清爽、整齐有序八个字。称重台和收银台的地方空间要稍微大一点也要显眼。 注意：人行道上的可摆货意思是，可以摆放货架，置放水果，最重要的是：不能阻碍客人的进出，而且要移动便捷，因为晚上还要收回店里，所以店内外的空间一定要充足,2016.07.25,2016.08.02,任务编号：436223,"￥1000,￥500,￥800,￥500,￥800,￥1000,￥800","7天,5天,5天,5天,3天,3天,4天","广西-南宁市-青秀区,广东省-湛江市-霞山区,江苏省-连云港市-灌南县,广东省-河源市-源城区,江苏省-南京市-鼓楼区,湖南省-长沙市-芙蓉区,浙江省-杭州市-余杭区",凌云空间建筑装饰,,,,,,,,,,,,,,,,,,,,,,,
【其他定制】木板类展示台设计制作,4277人,1人,1000-3000元,圆满完成,招标,changyouyinpo,自己有做木板箱子的，想转化成阶梯状的展示台的，进行二次利用的。具体详谈，费用工期再议！！！！,2016.07.21,2016.08.22,任务编号：435459,￥2000,5天,安徽省-淮南市-田家庵区,幻想设计工作室,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】大米连锁超市店铺效果图设计,3106人,22人,1000元以内,圆满完成,招标,苏涵的开始,已有店铺1.0版本，2.0版本已有推荐模板，创意要求不高，会画图就行，可长期合作的与我联系价格详谈江苏的小伙伴可以优先考虑,2016.07.21,2016.08.02,任务编号：435443,"￥300,￥150,￥1000,￥300,￥200,￥500,￥1000,￥200,￥800,￥700","3天,3天,7天,3天,3天,7天,5天,3天,2天,300天","广东省-东莞市-东莞市,广东省-河源市-源城区,重庆市-市辖区-沙坪坝区,江西省-南昌市,辽宁省-大连市-金州区,广东省-广州市-天河区,江西省-赣州市-市辖区,山东省-青岛市-市辖区,河北省-石家庄市-平山县,内蒙古-巴彦淖尔市-市辖区",域复空间营造工作室,工作室,七品,37分,,,,,,,,,,,,,,,,,,,,
【效果图设计】制作一幅简单的背景效果图,2272人,13人,1000元以内,圆满完成,招标,ayon183,办公室的效果图，两边各一条罗马柱，中间是一条石线框，大理石墙身。具体做法cad图有说明，主要是出张效果图，看两种大理石石材哪一种比较好看点,2016.07.20,2016.07.25,任务编号：435175,"￥150,￥600,￥500,￥600,￥1000,￥800","1天,3天,2天,3天,1天,3天","广东省-东莞市-东莞市,安徽省-蚌埠市-龙子湖区,甘肃省-兰州市-市辖区,江苏省-连云港市-灌南县,安徽省-合肥市-包河区,浙江省-杭州市-江干区",域复空间营造工作室,工作室,七品,37分,,,,,,,,,,,,,,,,,,,,
【效果图设计】星级酒店效果图设计,2536人,17人,3000-5000元,圆满完成,招标,mf159****7878,星级酒店效果图设计，具体Q聊，可以查看附件。,2016.07.18,2016.08.13,任务编号：434817,"￥3000,￥4500,￥5000,￥3000,￥4800,￥5000,￥4500,￥4200,￥4000,￥10000","3天,10天,7天,7天,15天,6天,7天,5天,7天,10天","山东省-青岛市-即墨市,江苏省-徐州市-云龙区,新疆-乌鲁木齐市-新市区,江苏省-常州市-武进区,北京市-北京市-东城区,江西省-赣州市-市辖区,湖北省-十堰市-茅箭区,湖北省-武汉市-市辖区,广东省-惠州市-惠城区,广东省-深圳市-福田区",筑迹设计院,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】设计有太阳能电池板的房子效果图,1646人,8人,1000元以内,圆满完成,招标,Nell520,1.设计平屋顶、瓷瓦屋顶、平瓦屋顶的太阳能效果图，重点突出太阳能系统2.一张500以下预算3.具体要求详见附件图片4.详情加qq.或者致电,2016.06.15,2016.07.07,任务编号：427650,"￥600,￥1200,￥500,￥300,￥800","7天,7天,3天,10天,5天","四川省-自贡市,浙江省-嘉兴市-嘉善县,河南省-郑州市-市辖区,黑龙江-哈尔滨市-道外区,河北省-保定市-易　县",缘梦设计,工作室,五品,28分,,,贴心设计,价格面议,,,,,,,,,,,,,,,,
【店铺厂房】店铺装修设计,2217人,4人,1000元以内,圆满完成,招标,mf152****0891,十三平方左右店铺装修设计,2016.06.12,2016.06.14,任务编号：427013,"￥700,￥1000","4天,5天","河北省-保定市-易　县,四川省-成都市-新都区",思巢设计,,,,,,,,,,,,,,,,,,,,,,,
【单身公寓设计】房屋外墙装修颜色搭配,2819人,9人,1000元以内,圆满完成,招标,mf131****5009,农村3层建筑，已经装好大门，需要设计一下外墙瓷砖的颜色搭配以及大小   还有外墙的整体装饰,2016.06.08,2016.07.05,任务编号：426610,"￥300,￥800,￥800,￥1000,￥900,￥600,￥500,￥1500,￥800","3天,7天,4天,3天,3天,8天,3天,7天,3天","四川省-自贡市,浙江省-杭州市-西湖区,安徽省-蚌埠市-龙子湖区,浙江省-杭州市-拱墅区,河北省-张家口市-桥西区,四川省-成都市-锦江区,云南省-昆明市-宜良县,北京市-北京市-东城区,甘肃省-天水市-市辖区",缘梦设计,工作室,五品,28分,,,贴心设计,价格面议,,,,,,,,,,,,,,,,
【其他家装服务】新房家装设计,5771人,49人,3000-5000元,圆满完成,招标,shengwanhui,户型面积：165㎡ 层高：2.9m层数：12层（详细数据见附件）装修风格：现代、豪华、大气装修要求：1、 地面除卫生间、厨房、储藏室外其余全部选用木地板。2、不喜欢冷色调和彩色风格。适用于两代人居住。3、设计平面图、效果图、施工图及材料选用说明；电视背景墙、沙发背景墙、卧室背景墙要求单体效果图，尺寸按比例设计。 注：其他细节和疑问可发QQ或邮件联系。备注： 参与报名投标 必须也要上传个人案例,2016.06.02,2016.08.19,任务编号：425202,"￥4500,￥3000,￥5000,￥5000,￥5000,￥2500,￥3500,￥5000,￥4500,￥3800,￥8000","5天,8天,20天,15天,5天,4天,7天,20天,1000天,3天,15天","北京市-北京市-朝阳区,甘肃省-天水市-市辖区,江苏省-苏州市,河南省-南阳市-卧龙区,河北省-石家庄市-桥东区,上海市-市辖区-黄浦区,江苏省-南通市-如皋市,四川省-成都市-锦江区,福建省-福州市-台江区,安徽省-滁州市-琅琊区,浙江省-杭州市-江干区",瑞博森装饰设计,企业,五品,40分,,,效果图制作,价格面议,酒店会所设计,价格面议,办公室装修设计,价格面议,新房装修设计,价格面议,,,,,,,,,,
【施工图设计】出施工图和效果图,2938人,15人,1000-3000元,圆满完成,招标,那些年2018,同题,2016.05.03,2016.05.16,任务编号：419394,"￥1000,￥800,￥888,￥1000,￥5000,￥7000,￥800,￥800,￥800","7天,5天,7天,8天,7天,10天,5天,1天,7天","北京市-北京市,福建省-厦门市-集美区,上海市-市辖区-闵行区,安徽省-合肥市-庐阳区,四川省-成都市-市辖区,江西省-新余市-渝水区,四川省-成都市-成华区,北京市-北京市-东城区,广东省-深圳市-市辖区",瑞博森装饰设计,企业,五品,40分,,,效果图制作,价格面议,酒店会所设计,价格面议,办公室装修设计,价格面议,新房装修设计,价格面议,,,,,,,,,,
【效果图设计】银饰店装修效果图设计,1560人,6人,1000元以内,圆满完成,招标,mf186****8610,二十平方，门头宽6.38米，进3米，商场 内商铺，准备做银饰品，正中玻璃门，不需要太高挡，但要能看的过去，预算不多,2016.05.01,2016.05.10,任务编号：419132,"￥200,￥300,￥600,￥799","3天,2天,3天,3天","江苏省-南通市-如皋市,河北省-秦皇岛市-海港区,北京市-北京市-东城区,浙江省-杭州市-西湖区",现货视觉设计,工作室,五品,40分,,,室外建筑表现（效果图）,￥600,室内公装表现（效果图）,￥250,室内家装表现（效果图）,￥200,室外景观表现（效果图）,￥600,,,,,,,,,,
【效果图设计】CAD绘图和墙体外观设计,5374人,6人,1000-3000元,圆满完成,招标,dsc2008,把现有的一栋房子的效果图，需要绘成服务4面CAD图，再对墙体墙体外观进行设计，具有傈僳族和怒族特色的房屋，素材全部由我提供。后期设计满意会再进行追加200元,2016.04.29,2016.11.28,任务编号：418860,"￥1000,￥1000,￥1000,￥1000","5天,7天,7天,7天","上海市-上海市-闸北区,山东省-青岛市,浙江省-宁波市-江东区,广东省-深圳市-罗湖区",如是设计,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】建筑系馆设计,1223人,3人,1000元以内,圆满完成,招标,mf130****6152,由于时间较紧，需要设计一建筑系馆，具体说明以任务书为依据,2016.04.26,2016.05.03,任务编号：418083,"￥600,￥800","7天,4天","上海市-上海市-闸北区,河北省-秦皇岛市-海港区",如是设计,,,,,,,,,,,,,,,,,,,,,,,
【园林设计】景观设计  急,4277人,9人,1000元以内,圆满完成,招标,超级木头超人,现在已经到二草了，需要每周发一次图给老师看，还剩4个礼拜时间，必须使用草图大师，不会草图大师的就别投标了，谢谢,2016.04.25,2016.04.29,任务编号：417829,"￥380,￥9000,￥6888,￥600,￥5000,￥10000,￥800","3天,20天,15天,5天,20天,20天,5天","广东省-深圳市-市辖区,吉林省-长春市-市辖区,云南省-昆明市-宜良县,广西-桂林市-永福县,浙江省-嘉兴市-嘉善县,福建省-厦门市-思明区,河南省-焦作市-山阳区",麦浪设计师事务所,工作室,七品,40分,,,平面规划设计与手绘,价格面议,规划与建筑设计,价格面议,景观方案与施工图绘制,价格面议,su模型建模,"￥500
            /件",彩平面制作,"￥500
            /件",,,,,,,,
【商业空间】文艺范女性茶品牌be u tea商场专区专柜形象店设计,4464人,11人,1000-3000元,圆满完成,招标,greatbrand,文艺范女性茶品牌——be u tea，商场专区专柜形象店设计方案征集品牌名称：be u tea（可搜淘宝店：beutea，了解详情）品牌调性：文艺范、轻奢、女性专属、崇尚天然、北欧风产品：针对女性开发的功能性袋泡茶，养生茶，大健康领域，中高端定位，绿色、有机，有情怀的产品店铺风格：可参考韩国化妆品品牌——Innisfree悦诗风吟、美国化妆品品牌——fresh馥蕾诗等品牌格调，可采用枫木色、浅原木色、花草植物等店铺设计需求1：面积3x5米，位于商城中庭，全开放式，品牌logo灯箱、收银台、茶产品陈列区、茶具陈列区、简易冲茶区、品茶桌椅等区域需求。店铺设计需求2：面积50-100平方米的独立专卖店形象设计，门头、橱窗、形象墙、天地墙店内空间布局、陈列区、销售区、品饮区，除了茶饮、茶具、茶点之外，还包括部分文化创意产品。,2016.04.17,2016.04.25,任务编号：416420,"￥1500,￥1000,￥4000,￥5000,￥5000,￥3000,￥5000,￥2500,￥2500","7天,7天,10天,10天,10天,10天,10天,7天,7天","广东省-深圳市-罗湖区,广东省-深圳市-宝安区,湖北省-武汉市-洪山区,四川省-成都市-新都区,安徽省-合肥市-蜀山区,北京市-北京市,云南省-昆明市-宜良县,山东省-济南市-历城区,江苏省-无锡市-滨湖区",私房空间设计工作室,企业,六品,40分,,,LOGO设计,价格面议,手绘墙设计,1,软装设计,价格面议,新房装修,价格面议,混搭风格装修设计,价格面议,,,,,,,,
【单身公寓设计】大学室内装潢设计,3681人,29人,1000元以内,圆满完成,招标,谅我不羁,做一个大学室内装潢毕业设计，要求原创，符合要求。设计要求请看附件。预算100-500,2016.04.07,2016.04.17,任务编号：414474,"￥500,￥500,￥600,￥600,￥1200,￥500,￥400,￥500,￥500,￥1000,￥1000","7天,20天,7天,4天,5天,7天,7天,5天,5天,5天,10天","上海市-上海市-徐汇区,广东省-广州市-海珠区,甘肃省-嘉峪关市-嘉峪关市市辖区,江苏省-南京市-玄武区,广东省-东莞市-东莞市市辖区,河南省-开封市-开封市市辖区,浙江省-宁波市-鄞州区,江苏省-南京市-鼓楼区,广东省-广州市-海珠区,四川省-成都市-新都区,福建省-厦门市-集美区",如是设计,,,,,,,,,,,,,,,,,,,,,,,
【其他家装服务】公园规划图设计,2549人,2人,5000-10000元,圆满完成,招标,啊虎01,需求;想要做一个公园规划图，是一个古庙，想要修一条路通上去，栈道，亭子，桥，要三明，可以的话来厦门接设计师，价格再谈合作金额：8500元整付款方式：是预付50%，4250元整给设计师的，后期验收合格再付款50%，4250元整。,2016.04.06,2016.04.19,任务编号：414303,"￥8500,￥5000","8天,10天","福建省-厦门市-思明区,云南省-昆明市-市辖区",厦门雅格正华建筑设计事务所,企业,六品,39分,,,,,,,,,,,,,,,,,,,,
【园林设计】小花园的园林景观设计,3121人,2人,1000元以内,圆满完成,招标,阿飞goofiy,请人做一个四平左右的小花园，坐下景观设计，主要是布置花草种植，给下方案，需要做个花坛！具体的可以沟通详谈！,2016.04.05,2016.04.07,任务编号：414056,"￥300,￥500","6天,7天","浙江省-嘉兴市-嘉善县,河南省-郑州市-市辖区",淘设计工坊,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】阳光房玻璃效果图设计制作,2221人,11人,1000元以内,圆满完成,招标,白首不相离li,有现场实景照片，和手绘图纸，具体细节 联系,2016.03.30,2016.04.01,任务编号：412984,"￥300,￥500,￥2000,￥1000,￥300,￥800,￥1000,￥600,￥800,￥600","2天,10天,7天,5天,3天,5天,7天,3天,3天,3天","广东省-深圳市-罗湖区,湖北省-省直辖行政单位-潜江市,山东省-青岛市-李沧区,福建省-厦门市-湖里区,新疆-阿克苏地区-阿克苏市,福建省-厦门市-集美区,广东省-东莞市-东莞市,云南省-昆明市-宜良县,四川省-成都市-青羊区,广东省-广州市-天河区",私房空间设计工作室,企业,六品,40分,,,LOGO设计,价格面议,手绘墙设计,1,软装设计,价格面议,新房装修,价格面议,混搭风格装修设计,价格面议,,,,,,,,
